4.55,0.13816581666469574,MP5-SD | Kitbash (Minimal Wear)
6.01,0.08978068828582764,Galil AR | Connexion (Minimal Wear)
6.01,0.08757709711790085,Galil AR | Connexion (Minimal Wear)
6.01,0.08675216883420944,Galil AR | Connexion (Minimal Wear)
6.01,0.08852335810661316,Galil AR | Connexion (Minimal Wear)
6.06,0.08949277549982071,Galil AR | Connexion (Minimal Wear)
6.09,0.1082279309630394,Galil AR | Connexion (Minimal Wear)
6.09,0.10574831068515778,Galil AR | Connexion (Minimal Wear)
6.09,0.10752244293689728,Galil AR | Connexion (Minimal Wear)
6.12,0.11989777535200119,Galil AR | Connexion (Minimal Wear)
6.12,0.09985912591218948,Galil AR | Connexion (Minimal Wear)
6.17,0.08620431274175644,Galil AR | Connexion (Minimal Wear)
6.17,0.08689828962087631,Galil AR | Connexion (Minimal Wear)
6.17,0.08861248940229416,Galil AR | Connexion (Minimal Wear)
6.17,0.08984788507223129,Galil AR | Connexion (Minimal Wear)
6.17,0.118003249168396,Galil AR | Connexion (Minimal Wear)
6.18,0.08780530095100403,Galil AR | Connexion (Minimal Wear)
6.2,0.10191646963357925,Galil AR | Connexion (Minimal Wear)
6.2,0.08620031177997589,Galil AR | Connexion (Minimal Wear)
6.22,0.09208350628614426,Galil AR | Connexion (Minimal Wear)
6.22,0.08844088017940521,Galil AR | Connexion (Minimal Wear)
6.22,0.08636398613452911,Galil AR | Connexion (Minimal Wear)
6.22,0.09195329993963242,Galil AR | Connexion (Minimal Wear)
6.28,0.10122183710336685,Galil AR | Connexion (Minimal Wear)
6.3,0.14106783270835876,Galil AR | Connexion (Minimal Wear)
6.3,0.13409022986888885,Galil AR | Connexion (Minimal Wear)
6.4,0.13041841983795166,Galil AR | Connexion (Minimal Wear)
6.4,0.0989684984087944,Galil AR | Connexion (Minimal Wear)
6.4,0.09851644933223724,Galil AR | Connexion (Minimal Wear)
6.4,0.08050214499235153,Galil AR | Connexion (Minimal Wear)
6.4,0.08116131275892258,Galil AR | Connexion (Minimal Wear)
6.4,0.08321470022201538,Galil AR | Connexion (Minimal Wear)
6.4,0.08428140729665756,Galil AR | Connexion (Minimal Wear)
6.4,0.08443087339401245,Galil AR | Connexion (Minimal Wear)
6.45,0.08829785138368607,Galil AR | Connexion (Minimal Wear)
6.47,0.12281644344329834,Galil AR | Connexion (Minimal Wear)
6.47,0.09976095706224442,Galil AR | Connexion (Minimal Wear)
6.47,0.08919089287519455,Galil AR | Connexion (Minimal Wear)
6.47,0.08781909197568893,Galil AR | Connexion (Minimal Wear)
6.47,0.08629920333623886,Galil AR | Connexion (Minimal Wear)
6.49,0.13833628594875336,Galil AR | Connexion (Minimal Wear)
6.49,0.09701188653707504,Galil AR | Connexion (Minimal Wear)
6.49,0.09984976053237915,Galil AR | Connexion (Minimal Wear)
6.5,0.1185813918709755,Galil AR | Connexion (Minimal Wear)
6.5,0.1391236037015915,Galil AR | Connexion (Minimal Wear)
6.5,0.1301887482404709,Galil AR | Connexion (Minimal Wear)
6.5,0.11292088031768799,Galil AR | Connexion (Minimal Wear)
6.6,0.14742033183574677,Galil AR | Connexion (Minimal Wear)
6.6,0.13899023830890656,Galil AR | Connexion (Minimal Wear)
6.6,0.13243898749351501,Galil AR | Connexion (Minimal Wear)
6.6,0.11658412218093872,Galil AR | Connexion (Minimal Wear)
6.6,0.107745461165905,Galil AR | Connexion (Minimal Wear)
6.6,0.0980423092842102,Galil AR | Connexion (Minimal Wear)
6.66,0.130226731300354,Galil AR | Connexion (Minimal Wear)
6.66,0.13096052408218384,Galil AR | Connexion (Minimal Wear)
6.66,0.1376684457063675,Galil AR | Connexion (Minimal Wear)
6.66,0.13952021300792694,Galil AR | Connexion (Minimal Wear)
6.66,0.13981415331363678,Galil AR | Connexion (Minimal Wear)
6.66,0.1405934989452362,Galil AR | Connexion (Minimal Wear)
6.66,0.13339543342590332,Galil AR | Connexion (Minimal Wear)
6.66,0.14612603187561035,Galil AR | Connexion (Minimal Wear)
6.66,0.14736998081207275,Galil AR | Connexion (Minimal Wear)
6.66,0.14810195565223694,Galil AR | Connexion (Minimal Wear)
6.66,0.14833085238933563,Galil AR | Connexion (Minimal Wear)
6.66,0.1495354026556015,Galil AR | Connexion (Minimal Wear)
6.66,0.1499055176973343,Galil AR | Connexion (Minimal Wear)
6.73,0.11604592949151993,Galil AR | Connexion (Minimal Wear)
6.73,0.10323667526245117,Galil AR | Connexion (Minimal Wear)
6.73,0.0944090262055397,Galil AR | Connexion (Minimal Wear)
6.73,0.11905580759048462,Galil AR | Connexion (Minimal Wear)
6.73,0.09983384609222412,Galil AR | Connexion (Minimal Wear)
6.73,0.08332767337560654,Galil AR | Connexion (Minimal Wear)
6.79,0.0740365982055664,Galil AR | Connexion (Minimal Wear)
6.79,0.07510316371917725,Galil AR | Connexion (Minimal Wear)
6.79,0.07600611448287964,Galil AR | Connexion (Minimal Wear)
6.79,0.07735998183488846,Galil AR | Connexion (Minimal Wear)
6.79,0.07788694649934769,Galil AR | Connexion (Minimal Wear)
6.79,0.07843904942274094,Galil AR | Connexion (Minimal Wear)
6.79,0.0790228471159935,Galil AR | Connexion (Minimal Wear)
6.79,0.07984250038862228,Galil AR | Connexion (Minimal Wear)
6.8,0.12312112003564835,Galil AR | Connexion (Minimal Wear)
6.8,0.1440790593624115,Galil AR | Connexion (Minimal Wear)
6.8,0.10211600363254547,Galil AR | Connexion (Minimal Wear)
6.8,0.0737568661570549,Galil AR | Connexion (Minimal Wear)
6.83,0.10796564072370529,Galil AR | Connexion (Minimal Wear)
6.85,0.10719125717878342,Galil AR | Connexion (Minimal Wear)
6.88,0.09763490408658981,Galil AR | Connexion (Minimal Wear)
6.89,0.1359010487794876,Galil AR | Connexion (Minimal Wear)
6.89,0.13728219270706177,Galil AR | Connexion (Minimal Wear)
6.89,0.07962578535079956,Galil AR | Connexion (Minimal Wear)
6.9,0.11711080372333527,Galil AR | Connexion (Minimal Wear)
6.9,0.11848262697458267,Galil AR | Connexion (Minimal Wear)
6.9,0.11961635202169418,Galil AR | Connexion (Minimal Wear)
6.9,0.11900477856397629,Galil AR | Connexion (Minimal Wear)
6.9,0.11974608898162842,Galil AR | Connexion (Minimal Wear)
6.9,0.12619994580745697,Galil AR | Connexion (Minimal Wear)
6.9,0.11532805114984512,Galil AR | Connexion (Minimal Wear)
6.9,0.08634424209594727,Galil AR | Connexion (Minimal Wear)
6.9,0.088387630879879,Galil AR | Connexion (Minimal Wear)
6.9,0.08931978046894073,Galil AR | Connexion (Minimal Wear)
6.9,0.0893070176243782,Galil AR | Connexion (Minimal Wear)
6.9,0.07755034416913986,Galil AR | Connexion (Minimal Wear)
6.92,0.07902099192142487,Galil AR | Connexion (Minimal Wear)
6.92,0.0783345177769661,Galil AR | Connexion (Minimal Wear)
6.95,0.07744508236646652,Galil AR | Connexion (Minimal Wear)
6.95,0.07417884469032288,Galil AR | Connexion (Minimal Wear)
6.95,0.08223456144332886,Galil AR | Connexion (Minimal Wear)
6.95,0.08356781303882599,Galil AR | Connexion (Minimal Wear)
6.95,0.08482321351766586,Galil AR | Connexion (Minimal Wear)
6.95,0.08298566192388535,Galil AR | Connexion (Minimal Wear)
6.96,0.07829224318265915,Galil AR | Connexion (Minimal Wear)
6.96,0.07917314767837524,Galil AR | Connexion (Minimal Wear)
6.98,0.07623613625764847,Galil AR | Connexion (Minimal Wear)
6.99,0.121559277176857,Galil AR | Connexion (Minimal Wear)
7,0.12906721234321594,Galil AR | Connexion (Minimal Wear)
7,0.14697027206420898,Galil AR | Connexion (Minimal Wear)
7,0.1283121407032013,Galil AR | Connexion (Minimal Wear)
7,0.11999394744634628,Galil AR | Connexion (Minimal Wear)
7,0.1151113286614418,Galil AR | Connexion (Minimal Wear)
7,0.13014785945415497,Galil AR | Connexion (Minimal Wear)
7,0.13205687701702118,Galil AR | Connexion (Minimal Wear)
7,0.11748944967985153,Galil AR | Connexion (Minimal Wear)
7,0.12562952935695648,Galil AR | Connexion (Minimal Wear)
7,0.12913630902767181,Galil AR | Connexion (Minimal Wear)
7,0.11683938652276993,Galil AR | Connexion (Minimal Wear)
7,0.11406002193689346,Galil AR | Connexion (Minimal Wear)
7,0.14072555303573608,Galil AR | Connexion (Minimal Wear)
7,0.14615638554096222,Galil AR | Connexion (Minimal Wear)
7,0.11780118942260742,Galil AR | Connexion (Minimal Wear)
7,0.14451079070568085,Galil AR | Connexion (Minimal Wear)
7,0.14291028678417206,Galil AR | Connexion (Minimal Wear)
7,0.11595344543457031,Galil AR | Connexion (Minimal Wear)
7,0.13489554822444916,Galil AR | Connexion (Minimal Wear)
7,0.1276741325855255,Galil AR | Connexion (Minimal Wear)
7,0.10143829882144928,Galil AR | Connexion (Minimal Wear)
7,0.10631638765335083,Galil AR | Connexion (Minimal Wear)
7,0.11676764488220215,Galil AR | Connexion (Minimal Wear)
7,0.11545572429895401,Galil AR | Connexion (Minimal Wear)
7,0.13598386943340302,Galil AR | Connexion (Minimal Wear)
7,0.11799067258834839,Galil AR | Connexion (Minimal Wear)
7,0.09695611149072647,Galil AR | Connexion (Minimal Wear)
7,0.1469033658504486,Galil AR | Connexion (Minimal Wear)
7,0.13840726017951965,Galil AR | Connexion (Minimal Wear)
7,0.11589604616165161,Galil AR | Connexion (Minimal Wear)
7,0.11665468662977219,Galil AR | Connexion (Minimal Wear)
7,0.13327904045581818,Galil AR | Connexion (Minimal Wear)
7,0.13253627717494965,Galil AR | Connexion (Minimal Wear)
7,0.09887273609638214,Galil AR | Connexion (Minimal Wear)
7,0.09853976219892502,Galil AR | Connexion (Minimal Wear)
7,0.13395051658153534,Galil AR | Connexion (Minimal Wear)
7,0.1410108059644699,Galil AR | Connexion (Minimal Wear)
7,0.13304251432418823,Galil AR | Connexion (Minimal Wear)
7,0.1065959706902504,Galil AR | Connexion (Minimal Wear)
7,0.10974526405334473,Galil AR | Connexion (Minimal Wear)
7,0.13727644085884094,Galil AR | Connexion (Minimal Wear)
7,0.11283942312002182,Galil AR | Connexion (Minimal Wear)
7,0.10128575563430786,Galil AR | Connexion (Minimal Wear)
7,0.09069202840328217,Galil AR | Connexion (Minimal Wear)
7,0.11085932701826096,Galil AR | Connexion (Minimal Wear)
7,0.10786666721105576,Galil AR | Connexion (Minimal Wear)
7,0.10847336053848267,Galil AR | Connexion (Minimal Wear)
7,0.10354558378458023,Galil AR | Connexion (Minimal Wear)
7,0.10068347305059433,Galil AR | Connexion (Minimal Wear)
7.02,0.07866295427083969,Galil AR | Connexion (Minimal Wear)
7.1,0.11682265996932983,Galil AR | Connexion (Minimal Wear)
7.1,0.09851449728012085,Galil AR | Connexion (Minimal Wear)
7.1,0.09663635492324829,Galil AR | Connexion (Minimal Wear)
7.11,0.13416433334350586,Galil AR | Connexion (Minimal Wear)
7.12,0.13140183687210083,Galil AR | Connexion (Minimal Wear)
7.13,0.13404661417007446,Galil AR | Connexion (Minimal Wear)
7.2,0.08928367495536804,Galil AR | Connexion (Minimal Wear)
7.26,0.14553014934062958,Galil AR | Connexion (Minimal Wear)
7.27,0.13766324520111084,Galil AR | Connexion (Minimal Wear)
7.31,0.1026451364159584,Galil AR | Connexion (Minimal Wear)
7.33,0.0894392877817154,Galil AR | Connexion (Minimal Wear)
7.33,0.07573357969522476,Galil AR | Connexion (Minimal Wear)
7.36,0.07129398733377457,Galil AR | Connexion (Minimal Wear)
7.36,0.07943934947252274,Galil AR | Connexion (Minimal Wear)
7.36,0.07654630392789841,Galil AR | Connexion (Minimal Wear)
7.36,0.07540058344602585,Galil AR | Connexion (Minimal Wear)
7.36,0.07597614824771881,Galil AR | Connexion (Minimal Wear)
7.36,0.07670246809720993,Galil AR | Connexion (Minimal Wear)
7.37,0.072964146733284,Galil AR | Connexion (Minimal Wear)
7.4,0.11448297649621964,Galil AR | Connexion (Minimal Wear)
7.4,0.1071467325091362,Galil AR | Connexion (Minimal Wear)
7.43,0.07478412240743637,Galil AR | Connexion (Minimal Wear)
7.43,0.07551421970129013,Galil AR | Connexion (Minimal Wear)
7.45,0.07648249715566635,Galil AR | Connexion (Minimal Wear)
7.45,0.07859843224287033,Galil AR | Connexion (Minimal Wear)
7.45,0.0771726667881012,Galil AR | Connexion (Minimal Wear)
7.48,0.0740930363535881,Galil AR | Connexion (Minimal Wear)
7.5,0.11807447671890259,Galil AR | Connexion (Minimal Wear)
7.5,0.1440875381231308,Galil AR | Connexion (Minimal Wear)
7.5,0.14041998982429504,Galil AR | Connexion (Minimal Wear)
7.5,0.14085796475410461,Galil AR | Connexion (Minimal Wear)
7.5,0.14191704988479614,Galil AR | Connexion (Minimal Wear)
7.5,0.1265852451324463,Galil AR | Connexion (Minimal Wear)
7.5,0.14973311126232147,Galil AR | Connexion (Minimal Wear)
7.5,0.1347927302122116,Galil AR | Connexion (Minimal Wear)
7.5,0.12851357460021973,Galil AR | Connexion (Minimal Wear)
7.5,0.13580422103405,Galil AR | Connexion (Minimal Wear)
7.55,0.13963112235069275,Galil AR | Connexion (Minimal Wear)
7.59,0.10752170532941818,Galil AR | Connexion (Minimal Wear)
7.59,0.07690250128507614,Galil AR | Connexion (Minimal Wear)
7.6,0.09226467460393906,Galil AR | Connexion (Minimal Wear)
7.6,0.14933300018310547,Galil AR | Connexion (Minimal Wear)
7.6,0.0758695974946022,Galil AR | Connexion (Minimal Wear)
7.68,0.09897554665803909,Galil AR | Connexion (Minimal Wear)
7.68,0.09823228418827057,Galil AR | Connexion (Minimal Wear)
7.68,0.09721764177083969,Galil AR | Connexion (Minimal Wear)
7.68,0.09659621864557266,Galil AR | Connexion (Minimal Wear)
7.68,0.09633933007717133,Galil AR | Connexion (Minimal Wear)
7.68,0.09586212038993835,Galil AR | Connexion (Minimal Wear)
7.68,0.09976374357938766,Galil AR | Connexion (Minimal Wear)
7.68,0.09584217518568039,Galil AR | Connexion (Minimal Wear)
7.68,0.09538695961236954,Galil AR | Connexion (Minimal Wear)
7.68,0.09695186465978622,Galil AR | Connexion (Minimal Wear)
7.69,0.09534367173910141,Galil AR | Connexion (Minimal Wear)
7.7,0.13483665883541107,Galil AR | Connexion (Minimal Wear)
7.7,0.13774392008781433,Galil AR | Connexion (Minimal Wear)
7.75,0.12672638893127441,Galil AR | Connexion (Minimal Wear)
7.77,0.13664832711219788,Galil AR | Connexion (Minimal Wear)
7.86,0.13273845613002777,Galil AR | Connexion (Minimal Wear)
7.9,0.13082191348075867,Galil AR | Connexion (Minimal Wear)
7.94,0.07760225981473923,Galil AR | Connexion (Minimal Wear)
7.94,0.07922636717557907,Galil AR | Connexion (Minimal Wear)
8,0.11072724312543869,Galil AR | Connexion (Minimal Wear)
8,0.1192418709397316,Galil AR | Connexion (Minimal Wear)
8,0.13521824777126312,Galil AR | Connexion (Minimal Wear)
8,0.11433973163366318,Galil AR | Connexion (Minimal Wear)
8,0.12240109592676163,Galil AR | Connexion (Minimal Wear)
8,0.11671426147222519,Galil AR | Connexion (Minimal Wear)
8,0.1110762506723404,Galil AR | Connexion (Minimal Wear)
8,0.11488043516874313,Galil AR | Connexion (Minimal Wear)
8,0.14351163804531097,Galil AR | Connexion (Minimal Wear)
8,0.14530740678310394,Galil AR | Connexion (Minimal Wear)
8,0.11826389282941818,Galil AR | Connexion (Minimal Wear)
8,0.13129106163978577,Galil AR | Connexion (Minimal Wear)
8,0.11367899179458618,Galil AR | Connexion (Minimal Wear)
8,0.1458166539669037,Galil AR | Connexion (Minimal Wear)
8,0.11131210625171661,Galil AR | Connexion (Minimal Wear)
8,0.11456844955682755,Galil AR | Connexion (Minimal Wear)
8,0.14336134493350983,Galil AR | Connexion (Minimal Wear)
8,0.14652429521083832,Galil AR | Connexion (Minimal Wear)
8,0.1154913455247879,Galil AR | Connexion (Minimal Wear)
8,0.13110452890396118,Galil AR | Connexion (Minimal Wear)
8,0.11324421316385269,Galil AR | Connexion (Minimal Wear)
8,0.1487462967634201,Galil AR | Connexion (Minimal Wear)
8,0.11506729573011398,Galil AR | Connexion (Minimal Wear)
8,0.14254896342754364,Galil AR | Connexion (Minimal Wear)
8,0.11439233273267746,Galil AR | Connexion (Minimal Wear)
8,0.10864844173192978,Galil AR | Connexion (Minimal Wear)
8,0.11766932159662247,Galil AR | Connexion (Minimal Wear)
8,0.11293958872556686,Galil AR | Connexion (Minimal Wear)
8,0.10039525479078293,Galil AR | Connexion (Minimal Wear)
8,0.09592761099338531,Galil AR | Connexion (Minimal Wear)
8,0.10046418011188507,Galil AR | Connexion (Minimal Wear)
8,0.10855813324451447,Galil AR | Connexion (Minimal Wear)
8,0.1122930571436882,Galil AR | Connexion (Minimal Wear)
8,0.10787411034107208,Galil AR | Connexion (Minimal Wear)
8,0.1319904327392578,Galil AR | Connexion (Minimal Wear)
8,0.11111288517713547,Galil AR | Connexion (Minimal Wear)
8,0.1081271544098854,Galil AR | Connexion (Minimal Wear)
8,0.10345887392759323,Galil AR | Connexion (Minimal Wear)
4.67,0.11361663043498993,MAC-10 | Allure (Minimal Wear)
4.68,0.1348220705986023,MAC-10 | Allure (Minimal Wear)
4.69,0.13129007816314697,MAC-10 | Allure (Minimal Wear)
4.69,0.1290149986743927,MAC-10 | Allure (Minimal Wear)
4.69,0.14896443486213684,MAC-10 | Allure (Minimal Wear)
4.69,0.14522545039653778,MAC-10 | Allure (Minimal Wear)
4.69,0.14520162343978882,MAC-10 | Allure (Minimal Wear)
4.69,0.1435280293226242,MAC-10 | Allure (Minimal Wear)
4.69,0.14230260252952576,MAC-10 | Allure (Minimal Wear)
4.69,0.1405256688594818,MAC-10 | Allure (Minimal Wear)
4.69,0.13874317705631256,MAC-10 | Allure (Minimal Wear)
4.69,0.13814270496368408,MAC-10 | Allure (Minimal Wear)
4.69,0.13640962541103363,MAC-10 | Allure (Minimal Wear)
4.69,0.13448339700698853,MAC-10 | Allure (Minimal Wear)
4.69,0.13315555453300476,MAC-10 | Allure (Minimal Wear)
4.69,0.13287727534770966,MAC-10 | Allure (Minimal Wear)
4.69,0.1328647881746292,MAC-10 | Allure (Minimal Wear)
4.69,0.1321370154619217,MAC-10 | Allure (Minimal Wear)
4.69,0.12992537021636963,MAC-10 | Allure (Minimal Wear)
4.69,0.1279873251914978,MAC-10 | Allure (Minimal Wear)
4.69,0.1277688443660736,MAC-10 | Allure (Minimal Wear)
4.69,0.13747946918010712,MAC-10 | Allure (Minimal Wear)
4.7,0.13032233715057373,MAC-10 | Allure (Minimal Wear)
4.7,0.13339483737945557,MAC-10 | Allure (Minimal Wear)
4.7,0.1441052258014679,MAC-10 | Allure (Minimal Wear)
4.7,0.14297962188720703,MAC-10 | Allure (Minimal Wear)
